date,sessions
2022-09-03,1243.5749277216248
2022-09-04,1181.4352973054145
2022-09-05,1710.729596259118
2022-09-06,1621.530030233437
2022-09-07,1596.2253472000073
2022-09-08,1658.1207388308703
2022-09-09,1567.8320466967616
2022-09-10,1056.5057285940522
2022-09-11,1157.692872136783
2022-09-12,1838.1784526025951
2022-09-13,1554.4964682815946
2022-09-14,1693.971256691105
2022-09-15,1641.5822919637358
2022-09-16,
2022-09-17,1149.4744967503561
2022-09-18,1127.4146649168817
2022-09-19,1605.8117071049778
2022-09-20,1707.2914565233502
2022-09-21,1683.6099145862465
2022-09-22,1608.7608552159022
2022-09-23,1701.5490958839225
2022-09-24,1162.894023007619
2022-09-25,1233.570605667158
2022-09-26,1853.6540013055226
2022-09-27,1645.9680321430105
2022-09-28,1643.0771590211934
2022-09-29,1749.4666893514423
2022-09-30,1655.0171233864314
2022-10-01,1156.2754526617898
2022-10-02,1138.405997218835
2022-10-03,1662.1181642794422
2022-10-04,1833.953484776554
2022-10-05,1591.726636741278
2022-10-06,1767.3691015126699
2022-10-07,1682.532794171053
2022-10-08,1127.6332109306538
2022-10-09,1177.8406059018846
2022-10-10,1864.2652843946423
2022-10-11,1786.966022603795
2022-10-12,1648.0058284261572
2022-10-13,1732.789616452958
2022-10-14,1746.5736665219379
2022-10-15,1227.3689985104088
2022-10-16,1102.3954719856094
2022-10-17,1668.6902946544747
2022-10-18,1587.0980930251724
2022-10-19,1660.9099953821162
2022-10-20,1542.7247846916473
2022-10-21,1610.0497509161364
2022-10-22,1096.9616170487404
2022-10-23,1140.4891839767226
2022-10-24,1671.4871356438255
2022-10-25,1605.4870032034214
2022-10-26,1603.6699000375752
2022-10-27,1788.509320136118
2022-10-28,1745.9193601483428
2022-10-29,1152.4270608956363
2022-10-30,1187.923792458317
2022-10-31,1757.0456757122954
2022-11-01,2347.706652939271
2022-11-02,2127.970838908938
2022-11-03,2365.8104007942648
2022-11-04,2385.2016930719788
2022-11-05,1667.995741006992
2022-11-06,1743.1785413609198
2022-11-07,
2022-11-08,2490.2921826521506
2022-11-09,2217.131121185152
2022-11-10,2216.635108238796
2022-11-11,2274.497767895599
2022-11-12,1622.2425228570983
2022-11-13,1730.2791434024587
2022-11-14,2612.823582241519
2022-11-15,2347.225137874467
2022-11-16,2622.184067621492
2022-11-17,2639.9600492091217
2022-11-18,2344.7023974688746
2022-11-19,1859.0720372334226
2022-11-20,1614.917464207724
2022-11-21,2474.361272054956
2022-11-22,2494.9343206601084
2022-11-23,2641.1080933717967
2022-11-24,2370.0034465533145
2022-11-25,
2022-11-26,1791.0203707258197
2022-11-27,1673.2590640689812
2022-11-28,2520.2605866160015
2022-11-29,2262.4486708381623
2022-11-30,2615.956003372162
2022-12-01,2315.277645907
2022-12-02,2385.6078529716406
2022-12-03,1748.9630484326817
2022-12-04,1541.0290340092859
2022-12-05,2622.9032685665256
2022-12-06,2317.22792709031
2022-12-07,2326.195628856803
2022-12-08,2376.2193992490584
2022-12-09,2254.2290348122838
2022-12-10,1685.492434024189
2022-12-11,1541.52103548752
2022-12-12,2507.015750143967
2022-12-13,2237.229834920481
2022-12-14,2299.574621500132
2022-12-15,2484.781768996408
2022-12-16,2517.643721897545
2022-12-17,1614.071214490277
2022-12-18,1837.249938984997
2022-12-19,2654.995373564272
2022-12-20,2731.36851808929
2022-12-21,2350.019741098895
2022-12-22,2389.9481408627043
2022-12-23,2390.8343340746437
2022-12-24,1679.0970876660003
2022-12-25,1718.121507608067
2022-12-26,2573.827209776443
2022-12-27,2380.2849762629103
2022-12-28,2231.1596719155004
2022-12-29,2162.477918435333
2022-12-30,2459.1838103732766
2022-12-31,1609.1639203172876
2023-01-01,1156.241071355879
2023-01-02,1864.6869265419045
2023-01-03,1624.6771700254212
2023-01-04,1747.572241553606
2023-01-05,1876.8695694126882
2023-01-06,1816.0859648996773
2023-01-07,1192.271168011104
2023-01-08,1231.9468374766257
2023-01-09,1818.9560301966108
2023-01-10,1695.4103527558595
2023-01-11,1813.3653751549757
2023-01-12,1649.5388524934526
2023-01-13,1759.7189554338333
2023-01-14,1205.2509612776373
2023-01-15,1217.3645109535748
2023-01-16,1856.625201154681
2023-01-17,1731.9086085040103
2023-01-18,1766.8182086461425
2023-01-19,1667.5536015903017
2023-01-20,1812.5159209999442
2023-01-21,1160.7357599177965
2023-01-22,1270.7335260894097
2023-01-23,1912.8384887995142
2023-01-24,1784.5531148882837
2023-01-25,1690.5956402048373
2023-01-26,1843.8541158146882
2023-01-27,1856.9442104800578
2023-01-28,1209.6385173414387
2023-01-29,1288.7841478833413
2023-01-30,1865.5801921032307
2023-01-31,1625.6957768175378
2023-02-01,1765.5259880937913
2023-02-02,1925.8951971413785
2023-02-03,1721.4043533382442
2023-02-04,1234.5417322253172
2023-02-05,1302.5580657071241
2023-02-06,1784.4233185578544
2023-02-07,1570.2162703525664
2023-02-08,1709.19248644623
2023-02-09,1758.6349024844646
2023-02-10,1678.0174510246834
2023-02-11,1264.1986211726676
2023-02-12,1214.5772778563583
2023-02-13,1855.2482834887976
2023-02-14,1839.2660866423848
2023-02-15,1674.794065980519
2023-02-16,1776.2407301018775
2023-02-17,1681.2260199930954
2023-02-18,1308.024250870169
2023-02-19,1119.6020214624107
2023-02-20,1904.411760444804
2023-02-21,1875.482653857515
2023-02-22,1751.8911908736866
2023-02-23,1778.0396253588083
2023-02-24,1919.4931863106162
2023-02-25,1203.9985303166634
2023-02-26,1216.192539934442
2023-02-27,1743.0974301607393
2023-02-28,1780.369496704107
2023-03-01,1759.2721137975725
2023-03-02,1692.0791647167785
2023-03-03,1845.7847419638858
2023-03-04,1172.7632801383659
2023-03-05,1264.6626271012917
2023-03-06,1972.8314384609994
2023-03-07,1788.781985874075
2023-03-08,
2023-03-09,1679.3403040350129
2023-03-10,1694.7463403061054
2023-03-11,1264.6971545110694
2023-03-12,1250.9798046139572
2023-03-13,1839.2624501598816
2023-03-14,1816.8177940303385
2023-03-15,1770.7068182725632
2023-03-16,1701.1015190371402
2023-03-17,1834.880388766656
2023-03-18,1134.2360548832341
2023-03-19,1233.0861438122542
2023-03-20,1775.1614947851444
2023-03-21,1874.605908918879
2023-03-22,1911.1123369971308
2023-03-23,1815.6173483735472
2023-03-24,1793.52777404087
2023-03-25,1261.5916682446518
2023-03-26,1262.32162166722
2023-03-27,1929.025843481596
2023-03-28,1815.464574770132
2023-03-29,1721.3257880665126
2023-03-30,1760.6502799509478
2023-03-31,1808.9811865672978
2023-04-01,1294.4785062603514
2023-04-02,1207.7753873396307
2023-04-03,1942.8168014358337
2023-04-04,1697.195046416446
2023-04-05,1877.4874229457669
2023-04-06,1718.8193516117808
2023-04-07,1787.9967464531614
2023-04-08,1434.7098859253156
2023-04-09,1185.7110230549529
2023-04-10,1675.331291633506
2023-04-11,1930.2388054130668
2023-04-12,1943.6262087495138
2023-04-13,1782.2185979060368
2023-04-14,1753.1408425152958
2023-04-15,1229.3320864317218
2023-04-16,1240.523021212682
2023-04-17,1895.6355616197066
2023-04-18,1723.3534601805027
2023-04-19,1675.5234180836849
2023-04-20,1776.4340623410471
2023-04-21,2061.3412386603395
2023-04-22,1143.4902222839032
2023-04-23,1353.1028036597268
2023-04-24,2110.227495323721
2023-04-25,1740.7544136677404
2023-04-26,1627.6484405217996
2023-04-27,1744.347038261964
2023-04-28,1841.6956876888562
2023-04-29,1092.9652996180093
2023-04-30,1408.9867920706267
2023-05-01,1977.2575372041192
2023-05-02,1714.2753922548386
2023-05-03,1832.5469899091247
2023-05-04,1831.019092232002
2023-05-05,1929.596837759588
2023-05-06,1205.8514441942868
2023-05-07,1243.541520733024
2023-05-08,1752.0463846717894
2023-05-09,1778.4992339658224
2023-05-10,1863.862891647245
2023-05-11,1814.3310118681336
2023-05-12,1912.7356648233886
2023-05-13,1195.0293359435002
2023-05-14,1267.1039760294427
2023-05-15,1862.3053305120386
2023-05-16,1696.764371342794
2023-05-17,1840.272026814597
2023-05-18,1875.635326166843
2023-05-19,1875.4130396890853
2023-05-20,1352.7509662873479
2023-05-21,1309.5900985137507
2023-05-22,1940.4895656453566
2023-05-23,1867.4381751283306
2023-05-24,1732.3662167781629
2023-05-25,1857.5424952677974
2023-05-26,1910.7197230121901
2023-05-27,1273.7678770873326
2023-05-28,1400.5702830754617
2023-05-29,1915.775321849813
2023-05-30,1760.9803925897174
2023-05-31,1898.8756004821043
2023-06-01,1489.7916795488284
2023-06-02,1378.4558376797083
2023-06-03,1075.3189964911421
2023-06-04,1032.383318543369
2023-06-05,1676.5365527862448
2023-06-06,1479.051860597164
2023-06-07,1545.589480707405
2023-06-08,1469.637013503859
2023-06-09,1366.5183491167732
2023-06-10,1016.9251743630002
2023-06-11,950.6618339534558
2023-06-12,1442.4074956761106
2023-06-13,1494.8579889435346
2023-06-14,1514.858867114336
2023-06-15,1497.2312395386186
2023-06-16,1437.048272203149
2023-06-17,1048.848897531072
2023-06-18,995.1587332672136
2023-06-19,1538.9460192389618
2023-06-20,1562.2622868912247
2023-06-21,1347.9473831029593
2023-06-22,1585.0282490360191
2023-06-23,1516.3095203647777
2023-06-24,1021.861530359162
2023-06-25,993.2506100636357
2023-06-26,1550.9478349669932
2023-06-27,1438.5488587758061
2023-06-28,1475.939315166665
2023-06-29,1491.933214509211
2023-06-30,1662.2979024991446
2023-07-01,1049.088157711224
2023-07-02,1103.1573578566756
2023-07-03,1512.6753198556216
2023-07-04,1415.443294422251
2023-07-05,1416.2777891656406
2023-07-06,1389.081417611824
2023-07-07,1544.454140910243
2023-07-08,1020.4955972367624
2023-07-09,1049.4911018403075
2023-07-10,1539.2829033723876
2023-07-11,1565.4972659633665
2023-07-12,1333.266909955906
2023-07-13,1527.1114364122377
2023-07-14,1358.0962180882632
2023-07-15,1029.7193508648477
2023-07-16,1078.5201238835584
2023-07-17,1660.5604342141257
2023-07-18,1602.2800598782428
2023-07-19,1567.6965490480843
2023-07-20,1574.2426132948633
2023-07-21,1449.2131870689177
2023-07-22,1083.1428430561566
2023-07-23,969.5320069814903
2023-07-24,1485.6201592642344
2023-07-25,1391.537910711797
2023-07-26,1554.3748424890955
2023-07-27,1477.736375799998
2023-07-28,1478.2480235709145
2023-07-29,1078.7553753998582
2023-07-30,
2023-07-31,1611.5176994692697
2023-08-01,1468.1477419974099
2023-08-02,1483.4616546584266
2023-08-03,1427.2945085272997
2023-08-04,
2023-08-05,1023.0846440216178
2023-08-06,978.3515989031177
2023-08-07,1645.1544829802929
2023-08-08,1558.5902828166334
2023-08-09,1456.8435769072962
2023-08-10,1453.3102310082577
2023-08-11,1503.316667996436
2023-08-12,1067.692576462083
2023-08-13,1046.559309484548
2023-08-14,1511.6002224828324
2023-08-15,1457.1288560848263
2023-08-16,1547.3965822143862
2023-08-17,1578.991397218077
2023-08-18,
2023-08-19,974.3229790951882
2023-08-20,1139.227483978519
2023-08-21,1605.8614318246823
2023-08-22,1553.7360652184962
2023-08-23,1603.6995508273455
2023-08-24,1409.8043956399003
2023-08-25,1371.8265073847026
2023-08-26,993.6847604069087
2023-08-27,1003.3861763276268
2023-08-28,1474.8303308725751
2023-08-29,1543.2364982830188
2023-08-30,1504.758721859106
2023-08-31,1496.3438534419695
2023-09-01,2022.8038277751875
2023-09-02,1264.2006517862083
2023-09-03,1329.1793566537472
2023-09-04,1916.0969948481709
2023-09-05,1818.8545947552393
2023-09-06,2012.9808061758793
2023-09-07,1958.8575886376984
2023-09-08,1956.0041513681506
2023-09-09,1165.2695275387937
2023-09-10,1293.4218160976975
2023-09-11,1989.2458380167739
2023-09-12,1943.168638481226
2023-09-13,1725.1936869225635
2023-09-14,1978.6819319785395
2023-09-15,1840.8512042052441
2023-09-16,1303.9718461726472
2023-09-17,1329.350404272577
2023-09-18,2245.707070065232
2023-09-19,1840.1768863890682
2023-09-20,2028.409621923595
2023-09-21,1991.3891702612498
2023-09-22,1841.5985325196343
2023-09-23,1335.9631276949483
2023-09-24,1330.6363325587952
2023-09-25,1983.321577201997
2023-09-26,1853.254886480946
2023-09-27,2076.766832385508
2023-09-28,1948.0364894943732
2023-09-29,1987.5286224867423
2023-09-30,1322.591276835107
2023-10-01,1312.134715022553
2023-10-02,1851.4513111992449
2023-10-03,2079.0432592589846
2023-10-04,1839.2058892120892
2023-10-05,1758.742521259986
2023-10-06,1919.5367312918663
2023-10-07,1268.7613834437504
2023-10-08,1448.4189678981338
2023-10-09,2006.7464096007654
2023-10-10,1820.15582492408
2023-10-11,1861.7412919998767
2023-10-12,1799.2943133612102
2023-10-13,1915.0243684013249
2023-10-14,1304.5850150414951
2023-10-15,1465.1057636456483
2023-10-16,1978.981834234907
2023-10-17,1738.4341395858164
2023-10-18,2154.0089188766974
2023-10-19,1748.7606898197469
2023-10-20,1644.0828971329129
2023-10-21,1313.4048961018173
2023-10-22,1471.205234142159
2023-10-23,2124.334304183598
2023-10-24,1964.13568656716
2023-10-25,1738.9451399379986
2023-10-26,1966.499168367466
2023-10-27,1991.5100076550982
2023-10-28,1376.1723291319763
2023-10-29,1325.3747887676097
2023-10-30,1998.9907636002429
2023-10-31,1883.9960086859821
2023-11-01,2789.8521669206452
2023-11-02,2738.848416733793
2023-11-03,2590.8582613248536
2023-11-04,1982.4053707098094
2023-11-05,1894.8537338799326
2023-11-06,3041.382612860587
2023-11-07,2659.8651593704185
2023-11-08,2547.5366222728308
2023-11-09,2747.171856429873
2023-11-10,2636.321355852009
2023-11-11,1985.9079243206763
2023-11-12,1993.2735658165313
2023-11-13,2953.6318776944513
2023-11-14,3089.479849943251
2023-11-15,2599.3233289247983
2023-11-16,7607.96744093995
2023-11-17,2679.8321193384463
2023-11-18,1832.5038793448164
2023-11-19,1895.4466205008337
2023-11-20,3198.7877106426345
2023-11-21,2749.1482153384695
2023-11-22,2723.7165956589165
2023-11-23,2759.9653504765665
2023-11-24,2806.965768303617
2023-11-25,1951.9714788531267
2023-11-26,2011.5046403379677
2023-11-27,2826.6606293742234
2023-11-28,2504.890014390305
2023-11-29,2694.269051382177
2023-11-30,2723.6345889625327
2023-12-01,2833.1219310911524
2023-12-02,2009.0250241668646
2023-12-03,1955.7542646110476
2023-12-04,3041.188839442155
2023-12-05,2692.9528704664276
2023-12-06,2924.0502885237524
2023-12-07,2749.0409779582315
2023-12-08,2819.2361061255115
2023-12-09,1926.8467037278942
2023-12-10,1906.5457600603909
2023-12-11,2674.9496213373777
2023-12-12,2690.467706592942
2023-12-13,2765.605303398986
2023-12-14,2848.5687042119303
2023-12-15,2783.8610762602534
2023-12-16,2047.9353342142908
2023-12-17,1871.3724176002454
2023-12-18,2806.9533207617005
2023-12-19,2585.7232874504653
2023-12-20,2829.361220649126
2023-12-21,2694.6453715427015
2023-12-22,2663.8001317435615
2023-12-23,1992.5324672741108
2023-12-24,1962.3103381462404
2023-12-25,2872.6053487409376
2023-12-26,3017.9431880367956
2023-12-27,2846.8037462300763
2023-12-28,2809.638711004991
2023-12-29,2562.319623359173
2023-12-30,1865.2331711693282
2023-12-31,1844.611739857062
2024-01-01,1853.8543503284634
2024-01-02,1955.9832981909065
2024-01-03,2109.284950479138
2024-01-04,2113.7377679221977
2024-01-05,2129.0588902369595
2024-01-06,1280.194208409255
2024-01-07,1383.227769710699
2024-01-08,1969.9383499635453
2024-01-09,1873.914891507321
2024-01-10,1945.2105970862597
2024-01-11,1962.88296083769
2024-01-12,1977.8942542798602
2024-01-13,1439.9843738089835
2024-01-14,1331.007391356355
2024-01-15,2035.2603343893459
2024-01-16,2193.9872203851323
2024-01-17,1912.295644016659
2024-01-18,1967.6031635299873
2024-01-19,1733.6434010829869
2024-01-20,1330.0475651450602
2024-01-21,1437.15239560935
2024-01-22,2104.222822640072
2024-01-23,2105.1035271717087
2024-01-24,1820.8353112287823
2024-01-25,2124.56676116994
2024-01-26,2173.1795228317183
2024-01-27,1483.282310927876
2024-01-28,1405.7294856018507
2024-01-29,2123.1654751741726
2024-01-30,1939.1086713516806
2024-01-31,1994.4845766088117
2024-02-01,1995.1427930611433
2024-02-02,1955.533564125152
2024-02-03,1404.7306784067496
2024-02-04,1387.3425168932233
2024-02-05,2205.846286186786
2024-02-06,2179.5128347979485
2024-02-07,2161.4322382900186
2024-02-08,1996.3098048356758
2024-02-09,2082.598237742124
2024-02-10,1411.6648107480075
2024-02-11,1413.0210612120343
2024-02-12,1821.974466519559
2024-02-13,1933.9051374252929
2024-02-14,2088.705848430188
2024-02-15,2166.1979198968365
2024-02-16,2102.335183621072
2024-02-17,1252.5939142752202
2024-02-18,1408.898313548803
2024-02-19,2154.4533311515306
2024-02-20,2080.4114838716137
2024-02-21,2158.406233319277
2024-02-22,1968.4435844559466
2024-02-23,1993.454037601653
2024-02-24,1369.874267073012
2024-02-25,1379.0525972034495
2024-02-26,2038.9070476230615
2024-02-27,2071.299822957671
2024-02-28,2144.733242246629
2024-02-29,2128.545641743629
2024-03-01,2214.040562272262
2024-03-02,1389.299277112058
2024-03-03,1371.6775306957086
2024-03-04,2116.000553897814
2024-03-05,2108.743860557905
2024-03-06,2301.5694568439358
2024-03-07,1922.328147641873
2024-03-08,1976.3003288140258
2024-03-09,1375.197954077764
2024-03-10,1396.8902370031576
2024-03-11,2062.0717356305368
2024-03-12,2165.1235479730663
2024-03-13,2075.888235019765
2024-03-14,2089.047519766344
2024-03-15,1853.6720910766824
2024-03-16,1539.8664428982363
2024-03-17,
2024-03-18,2184.6925788176004
2024-03-19,2042.8531379998153
2024-03-20,2245.2170478348053
2024-03-21,1995.7845810676
2024-03-22,2151.2442377591665
2024-03-23,1458.2819324851278
2024-03-24,1459.3991269580183
2024-03-25,2169.2177893382227
2024-03-26,1904.9050387777254
2024-03-27,1945.6013736311465
2024-03-28,2147.9697520474024
2024-03-29,2090.9147123077437
2024-03-30,1406.923518752968
2024-03-31,1457.9111436764476
2024-04-01,2233.3798380231515
2024-04-02,2085.315737108294
2024-04-03,1936.0796239446026
2024-04-04,2011.3305390828864
2024-04-05,2244.38441445067
2024-04-06,1375.6302067956092
2024-04-07,1484.0904124136407
2024-04-08,2125.54706943734
2024-04-09,1949.6713020867853
2024-04-10,2105.6038684878195
2024-04-11,1978.527766958833
2024-04-12,2138.5818856111455
2024-04-13,1302.147477153082
2024-04-14,1428.958199878424
2024-04-15,2203.5724889878247
2024-04-16,2030.8594776170394
2024-04-17,2265.485967972008
2024-04-18,2240.379459734738
2024-04-19,2309.4010469810155
2024-04-20,1558.785443886882
2024-04-21,1377.5382376796852
2024-04-22,2304.704900019556
2024-04-23,2112.4468178321013
2024-04-24,2104.934708293218
2024-04-25,2147.9915104462416
2024-04-26,2010.2408466298577
2024-04-27,1580.2212684751169
2024-04-28,1203.7758650844837
2024-04-29,2247.8600785354065
2024-04-30,1883.8569505817165
2024-05-01,2001.5887776565246
2024-05-02,1940.035832665222
2024-05-03,2003.2797676058144
2024-05-04,1446.4243557539264
2024-05-05,1396.0390692760172
2024-05-06,2059.5016874504654
2024-05-07,2094.152756025245
2024-05-08,2186.801119725668
2024-05-09,2103.349469053823
2024-05-10,2181.141289574261
2024-05-11,1454.9703999172918
2024-05-12,
2024-05-13,2296.6469711411037
2024-05-14,2119.6868717641987
2024-05-15,2026.0007837150151
2024-05-16,2103.026442491323
2024-05-17,1976.653826939083
2024-05-18,1425.857698367513
2024-05-19,1329.3582355837698
2024-05-20,1946.5076111072324
2024-05-21,2150.179474403843
2024-05-22,2140.307923723357
2024-05-23,1974.9800836596025
2024-05-24,2153.3995865085553
2024-05-25,1582.6803035907012
2024-05-26,1317.7104084847492
2024-05-27,2230.0112352277874
2024-05-28,1935.2549582391139
2024-05-29,2214.6454729933157
2024-05-30,2046.3491994614637
2024-05-31,2178.343127424102
2024-06-01,1098.4494770787535
2024-06-02,1169.4209908398104
2024-06-03,1806.020172750201
2024-06-04,1687.3262773788858
2024-06-05,1766.4303622747289
2024-06-06,1781.6761775772652
2024-06-07,1653.5072317394092
2024-06-08,1189.6315475760082
2024-06-09,1120.4661282753107
2024-06-10,1859.2948612358116
2024-06-11,1580.0010406196068
2024-06-12,1669.3480600879755
2024-06-13,1760.4450441038462
2024-06-14,1561.97652636612
2024-06-15,1244.5903168183966
2024-06-16,1108.326964250042
2024-06-17,1851.5108385642206
